 title=residual
           1   118.38355164409421        20.189166524198011     
           2   127.82906814111865        53.756014626584310     
           3   119.02530140443005        86.986267416970890     
           4   103.45095045001756        106.48737544716191     
           5   46.797135149931059        70.856404984386145     
           6   34.500235513694193        89.638891203794984     
           7   7.2507197058747153        16.823539255947139     
           8   2.7573601126608906        6.3736786218420161     
           9  0.20104193462262643       0.67367675335961685     
          10   7.3951192556492629E-002  0.48323371708627505     
          11   7.2873393798192354E-002  0.33317491373063746     
          12   7.2469192498905599E-002  0.18923642855375888     
          13   6.3969355528230132E-002  0.11792163271248057     
          14   4.9013542642044605E-002   6.9780009154637668E-002
          15   3.3094469104820945E-002   3.7801925278323267E-002
          16   2.1786998233407573E-002   1.7305082075747436E-002
          17   1.5507238195016981E-002   1.1841009562985949E-002
          18   1.0596327152441631E-002   8.6905247358566307E-003
          19   6.8284506124740574E-003   6.1373340850541525E-003
          20   4.3798650546795770E-003   4.3518281067837228E-003
          21   3.3855055982270343E-003   3.8085995693615260E-003
          22   2.3916753407142721E-003   3.0383990815656681E-003
          23   1.6584218327340139E-003   2.3821695542374233E-003
          24   1.2155393264698944E-003   2.1051595691037317E-003
          25   7.4809649314033777E-004   1.7677713808228468E-003
          26   5.7683442734735024E-004   1.3832467014669447E-003
          27   5.3463448743151787E-004   1.0056420482200679E-003
          28   5.7647015708450766E-004   6.8311317673064309E-004
          29   5.4801383584734964E-004   4.2314786611186150E-004
          30   4.7825087349451234E-004   2.6363573829435438E-004
          31   3.9092064889356681E-004   1.7716942559165005E-004
          32   3.0281408262489151E-004   1.0345748309958935E-004
          33   2.2348611194278334E-004   7.2033652232406098E-005
          34   1.5744171344511670E-004   7.3165754716164599E-005
          35   1.0570488571914893E-004   7.6762610542235876E-005
          36   6.8387160656158130E-005   7.4345513129570051E-005
          37   4.6197520434887451E-005   5.8226565261332297E-005
          38   3.5177130047969740E-005   3.2158915083790873E-005
          39   2.0975632658348786E-005   2.7911785568157654E-005
          40   5.9669948351270818E-006   5.8825452260435895E-006
          41   4.4149174796004331E-006   4.1605478280359875E-006
          42   2.8239001998997537E-006   3.8721289346010934E-006
          43   2.2653856852627996E-006   2.0087034839910700E-006
          44   1.3707495085668597E-006   1.7625052741720992E-006
          45   2.6919704332328820E-007   4.6098511052861113E-007
          46   1.8153284564448313E-007   7.5129409804475245E-008
          47   9.9887395244024901E-008   4.2219966189804836E-008
          48   7.9655976925607774E-008   3.0893730684766751E-008
          49   6.6119755004478975E-008   3.7466361124671721E-008
          50   4.3411359840206387E-008   3.7979923206421518E-008
          51   1.9616141599954062E-008   2.7259440038562843E-008
          52   7.4929484839003635E-009   6.3867444666243500E-009
          53   2.7115696354940155E-009   4.3529646553963630E-009
          54   6.5413940930625358E-010   8.8421847621589222E-010
          55   6.1072125134842281E-010   7.0179595468289335E-010
          56   4.2465941874070268E-010   3.9718983657621720E-010
          57   3.2525093729418586E-010   1.8364709752916042E-010
          58   1.9277202056855458E-010   1.3072587456974816E-010
          59   1.3683809640951949E-010   7.1505468213217682E-011
          60   8.4275697531666083E-011   7.7539752396660333E-011
          61   3.1604940886609256E-011   5.3522963838759097E-011
          62   1.6019185977711459E-011   1.3351542094142133E-011
          63   1.1327827564855397E-011   6.1373128801278654E-012
          64   6.4019900491985027E-012   3.6202152386977104E-012
          65   4.2073011741194932E-012   2.3359092438113294E-012
          66   3.3648639430339244E-012   1.4592771435673058E-012
          67   2.4451551894344448E-012   1.2447820552097255E-012
          68   1.5853984791647235E-012   4.9249493372371944E-013
          69   1.0835776720341528E-012   5.6754601018838002E-013
          70   7.9047879353311146E-013   4.3476333644321130E-013
