          NO.          X                       Velocity
           1   0.0000000000000000        40.000000000000000     
           2   1.0000000474974513E-003   38.517457635733656     
           3   2.0000000949949026E-003   37.038023518374921     
           4   3.0000001424923539E-003   35.564783436838596     
           5   4.0000001899898052E-003   34.100778484439665     
           6   5.0000002374872565E-003   32.648983258637941     
           7   6.0000002849847078E-003   31.212284708333282     
           8   7.0000003324821591E-003   29.793461828945407     
           9   8.0000003799796104E-003   28.395166392562277     
          10   9.0000004274770617E-003   27.019904884786161     
          11   1.0000000474974513E-002   25.670021801880580     
          12   1.1000000522471964E-002   24.347684441806553     
          13   1.2000000569969416E-002   23.054869301153520     
          14   1.3000000617466867E-002   21.793350167265867     
          15   1.4000000664964318E-002   20.564687971505485     
          16   1.5000000712461770E-002   19.370222446042259     
          17   1.6000000759959221E-002   18.211065603291932     
          18   1.7000000807456672E-002   17.088097034569884     
          19   1.8000000854954123E-002   16.001961003118382     
          20   1.9000000902451575E-002   14.953065286775427     
          21   2.0000000949949026E-002   13.941581707521120     
          22   2.1000000997446477E-002   12.967448269246104     
          23   2.2000001044943929E-002   12.030372811561081     
          24   2.3000001092441380E-002   11.129838076469817     
          25   2.4000001139938831E-002   10.265108076358514     
          26   2.5000001187436283E-002   9.4352356460448927     
          27   2.6000001234933734E-002   8.6390710585484900     
          28   2.7000001282431185E-002   7.8752715836959126     
          29   2.8000001329928637E-002   7.1423118705080784     
          30   2.9000001377426088E-002   6.4384950383253257     
          31   3.0000001424923539E-002   5.7619643675583374     
          32   3.1000001472420990E-002   5.1107154885160435     
          33   3.2000001519918442E-002   4.4826089756331768     
          34   3.3000001567415893E-002   3.8753832642543742     
          35   3.4000001614913344E-002   3.2866678175697865     
          36   3.5000001662410796E-002   2.7139964819762055     
          37   3.6000001709908247E-002   2.1548209796997488     
          38   3.7000001757405698E-002   1.6065244976174349     
          39   3.8000001804903150E-002   1.0664353405339519     
          40   3.9000001852400601E-002  0.53184062541543065     
          41   4.0000001899898052E-002   0.0000000000000000     
