          NO.          X                       Velocity
           1   0.0000000000000000        40.000000000000000     
           2   1.0000000474974513E-003   38.524090575410213     
           3   2.0000000949949026E-003   37.051226367044613     
           4   3.0000001424923539E-003   35.584431075271524     
           5   4.0000001899898052E-003   34.126685569227078     
           6   5.0000002374872565E-003   32.680906969473405     
           7   6.0000002849847078E-003   31.249928320457911     
           8   7.0000003324821591E-003   29.836479036007621     
           9   8.0000003799796104E-003   28.443166289991872     
          10   9.0000004274770617E-003   27.072457510845684     
          11   1.0000000474974513E-002   25.726664123139397     
          12   1.1000000522471964E-002   24.407926662121696     
          13   1.2000000569969416E-002   23.118201368499424     
          14   1.3000000617466867E-002   21.859248351018746     
          15   1.4000000664964318E-002   20.632621384064223     
          16   1.5000000712461770E-002   19.439659386886003     
          17   1.6000000759959221E-002   18.281479610589962     
          18   1.7000000807456672E-002   17.158972539057039     
          19   1.8000000854954123E-002   16.072798490852424     
          20   1.9000000902451575E-002   15.023385891270049     
          21   2.0000000949949026E-002   14.010931167224333     
          22   2.1000000997446477E-002   13.035400202999883     
          23   2.2000001044943929E-002   12.096531282102941     
          24   2.3000001092441380E-002   11.193839429778883     
          25   2.4000001139938831E-002   10.326622062266340     
          26   2.5000001187436283E-002   9.4939658425954470     
          27   2.6000001234933734E-002   8.6947546386953718     
          28   2.7000001282431185E-002   7.9276784776921465     
          29   2.8000001329928637E-002   7.1912433904391566     
          30   2.9000001377426088E-002   6.4837820423708905     
          31   3.0000001424923539E-002   5.8034650505055891     
          32   3.1000001472420990E-002   5.1483128916094572     
          33   3.2000001519918442E-002   4.5162083129103952     
          34   3.3000001567415893E-002   3.9049091640282088     
          35   3.4000001614913344E-002   3.3120615766727726     
          36   3.5000001662410796E-002   2.7352134268480612     
          37   3.6000001709908247E-002   2.1718280224871656     
          38   3.7000001757405698E-002   1.6192979673405525     
          39   3.8000001804903150E-002   1.0749591592739141     
          40   3.9000001852400601E-002  0.53610488765462583     
          41   4.0000001899898052E-002   0.0000000000000000     
